Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides I_3_01	Peptides I_3_02	Peptides I_3_03	Peptides I_3_04	Peptides I_3_05	Peptides I_3_06	Peptides III_3_01	Peptides III_3_02	Peptides III_3_03	Peptides III_3_04	Peptides III_3_05	Peptides III_3_06	Peptides LZ5_01	Peptides LZ5_02	Peptides LZ5_04	Peptides LZ5_05	Peptides LZ5_06	Razor + unique peptides I_3_01	Razor + unique peptides I_3_02	Razor + unique peptides I_3_03	Razor + unique peptides I_3_04	Razor + unique peptides I_3_05	Razor + unique peptides I_3_06	Razor + unique peptides III_3_01	Razor + unique peptides III_3_02	Razor + unique peptides III_3_03	Razor + unique peptides III_3_04	Razor + unique peptides III_3_05	Razor + unique peptides III_3_06	Razor + unique peptides LZ5_01	Razor + unique peptides LZ5_02	Razor + unique peptides LZ5_04	Razor + unique peptides LZ5_05	Razor + unique peptides LZ5_06	Unique peptides I_3_01	Unique peptides I_3_02	Unique peptides I_3_03	Unique peptides I_3_04	Unique peptides I_3_05	Unique peptides I_3_06	Unique peptides III_3_01	Unique peptides III_3_02	Unique peptides III_3_03	Unique peptides III_3_04	Unique peptides III_3_05	Unique peptides III_3_06	Unique peptides LZ5_01	Unique peptides LZ5_02	Unique peptides LZ5_04	Unique peptides LZ5_05	Unique peptides LZ5_06	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Q-value	Score	Identification type I_3_01	Identification type I_3_02	Identification type I_3_03	Identification type I_3_04	Identification type I_3_05	Identification type I_3_06	Identification type III_3_01	Identification type III_3_02	Identification type III_3_03	Identification type III_3_04	Identification type III_3_05	Identification type III_3_06	Identification type LZ5_01	Identification type LZ5_02	Identification type LZ5_04	Identification type LZ5_05	Identification type LZ5_06	Sequence coverage I_3_01 [%]	Sequence coverage I_3_02 [%]	Sequence coverage I_3_03 [%]	Sequence coverage I_3_04 [%]	Sequence coverage I_3_05 [%]	Sequence coverage I_3_06 [%]	Sequence coverage III_3_01 [%]	Sequence coverage III_3_02 [%]	Sequence coverage III_3_03 [%]	Sequence coverage III_3_04 [%]	Sequence coverage III_3_05 [%]	Sequence coverage III_3_06 [%]	Sequence coverage LZ5_01 [%]	Sequence coverage LZ5_02 [%]	Sequence coverage LZ5_04 [%]	Sequence coverage LZ5_05 [%]	Sequence coverage LZ5_06 [%]	Intensity	Intensity I_3_01	Intensity I_3_02	Intensity I_3_03	Intensity I_3_04	Intensity I_3_05	Intensity I_3_06	Intensity III_3_01	Intensity III_3_02	Intensity III_3_03	Intensity III_3_04	Intensity III_3_05	Intensity III_3_06	Intensity LZ5_01	Intensity LZ5_02	Intensity LZ5_04	Intensity LZ5_05	Intensity LZ5_06	LFQ intensity I_3_01	LFQ intensity I_3_02	LFQ intensity I_3_03	LFQ intensity I_3_04	LFQ intensity I_3_05	LFQ intensity I_3_06	LFQ intensity III_3_01	LFQ intensity III_3_02	LFQ intensity III_3_03	LFQ intensity III_3_04	LFQ intensity III_3_05	LFQ intensity III_3_06	LFQ intensity LZ5_01	LFQ intensity LZ5_02	LFQ intensity LZ5_04	LFQ intensity LZ5_05	LFQ intensity LZ5_06	MS/MS Count I_3_01	MS/MS Count I_3_02	MS/MS Count I_3_03	MS/MS Count I_3_04	MS/MS Count I_3_05	MS/MS Count I_3_06	MS/MS Count III_3_01	MS/MS Count III_3_02	MS/MS Count III_3_03	MS/MS Count III_3_04	MS/MS Count III_3_05	MS/MS Count III_3_06	MS/MS Count LZ5_01	MS/MS Count LZ5_02	MS/MS Count LZ5_04	MS/MS Count LZ5_05	MS/MS Count LZ5_06	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
E1Z901;A0A087SB44	E1Z901;A0A087SB44	1;1	1;1	1;1	;	2	1	1	1	1	1	1	1	0	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	0	1	1	1	1	1	8.5	8.5	8.5	14.722	130	130;713	1	11	0	6.9625	By MS/MS	By matching	By matching	By matching		By matching					By matching		By matching	By matching	By MS/MS	By matching	By MS/MS	8.5	8.5	8.5	8.5	0	8.5	0	0	0	0	8.5	0	8.5	8.5	8.5	8.5	8.5	1031600	185720	79460	66971	99220	0	31325	0	0	0	0	49667	0	132000	59619	137780	55271	134610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198160	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3				10	226	True	231	2407;2408;2409;2410;2411;2412;2413;2414;2415;2416;2417	1627;1628;1629	1627		
A0A087SB59	A0A087SB59	1	1	1		1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	2.9	2.9	2.9	37.732	342	342	1	6	0.0043668	6.017							By matching	By matching	By MS/MS	By matching	By matching	By matching						0	0	0	0	0	0	2.9	2.9	2.9	2.9	2.9	2.9	0	0	0	0	0	3458800	0	0	0	0	0	0	837510	591350	596680	493680	617100	322460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1195300	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1				11	369	True	374	3829;3830;3831;3832;3833;3834	2522	2522		
A0A087SBA5	A0A087SBA5	2	2	2		1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	12.8	12.8	12.8	22.573	203	203	1	34	0	14.504	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	12.8	12.8	12.8	12.8	12.8	12.8	12.8	12.8	12.8	12.8	12.8	12.8	12.8	12.8	12.8	12.8	12.8	10664000	900410	1355200	1186500	671190	566080	520250	507360	515980	217630	358430	569060	335200	675100	480240	656560	466440	682010	901000	1907600	1503100	988870	958820	1162000	946590	1094700	909080	900600	1302200	1171400	901230	1082500	891460	976900	994050	1	3	2	2	0	0	1	0	0	1	2	1	2	1	1	1	1	19				12	13;376	True;True	13;381	111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;3905;3906;3907;3908;3909;3910;3911;3912;3913;3914;3915;3916;3917;3918;3919;3920;3921	80;81;82;83;84;85;86;87;88;89;90;91;92;2560;2561;2562;2563;2564;2565	91;2563		
A0A087SBE9	A0A087SBE9	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.5	1.5	1.5	87.07	795	795	1	17	0	18.279	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By matching	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	4822400	440030	414490	413010	331360	432870	186970	333740	248040	158120	207890	238540	165530	294850	220250	272550	200260	263910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388490	1	1	1	1	1	0	0	1	0	1	1	0	0	1	1	1	0	11				13	296	True	301	3178;3179;3180;3181;3182;3183;3184;3185;3186;3187;3188;3189;3190;3191;3192;3193;3194	2100;2101;2102;2103;2104;2105;2106;2107;2108;2109;2110	2100		
A0A087SBN0	A0A087SBN0	9	9	5		1	9	9	5	6	6	7	7	7	7	8	8	7	8	6	7	6	5	5	5	5	6	6	7	7	7	7	8	8	7	8	6	7	6	5	5	5	5	3	3	3	3	3	3	4	4	3	4	4	4	2	2	2	2	2	11	11	6.9	151.88	1407	1407	1	132	0	198.04	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	8.3	8.3	9.1	9.1	9.1	9.1	9.6	9.6	8.5	9.6	7.5	8.2	7.7	6.3	6.3	6.3	6.3	140460000	10955000	9207700	9716000	10538000	10002000	6917100	10579000	8235400	4418700	8098000	8637100	4729600	10239000	6212400	8012300	7143700	6820100	11911000	12864000	11948000	11954000	14274000	16098000	17276000	16991000	18839000	17932000	21299000	19579000	12199000	13320000	13272000	15229000	11283000	8	9	10	9	8	6	3	5	10	9	8	5	3	3	3	2	3	104				14	88;125;127;163;197;284;321;395;466	True;True;True;True;True;True;True;True;True	92;129;131;167;202;289;326;400;471	918;919;920;921;922;923;924;925;926;927;1286;1287;1288;1289;1290;1291;1292;1293;1294;1295;1296;1297;1298;1299;1300;1301;1302;1303;1304;1305;1306;1307;1312;1313;1314;1315;1316;1317;1318;1319;1320;1321;1322;1323;1324;1325;1326;1327;1328;1727;1728;1729;1730;1731;1732;1733;1734;1735;1736;1737;1738;1739;1740;1741;1742;1743;1744;2089;2090;2091;2092;2093;2094;2095;2096;2097;2098;2099;2100;2101;2102;3078;3079;3080;3081;3082;3083;3084;3085;3359;3360;3361;3362;3363;3364;3365;3366;3367;3368;3369;3370;3371;3372;3373;4131;4132;4133;4134;4135;4136;4927;4928;4929;4930;4931;4932;4933;4934;4935;4936;4937;4938;4939;4940;4941;4942;4943;4944;4945;4946;4947;4948	621;622;623;624;625;626;627;628;629;630;631;632;633;634;889;890;891;892;893;894;895;896;897;898;899;900;901;902;903;904;905;906;907;908;909;910;911;912;917;918;919;920;921;922;923;924;925;926;927;928;929;930;931;1193;1194;1195;1196;1197;1198;1199;1200;1201;1409;1410;1411;1412;1413;1414;1415;2062;2063;2064;2065;2066;2230;2231;2232;2233;2234;2235;2236;2237;2238;2239;2240;2241;2704;2705;2706;2707;2708;2709;2710;3349;3350;3351;3352;3353;3354;3355;3356;3357;3358;3359;3360	627;911;919;1199;1413;2062;2233;2706;3349		
A0A087SBQ3	A0A087SBQ3	1	1	1		1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	3.8	3.8	3.8	62.638	600	600	1	5	0.008547	5.956	By matching	By matching		By matching	By MS/MS	By matching												3.8	3.8	0	3.8	3.8	3.8	0	0	0	0	0	0	0	0	0	0	0	939680	217440	234840	0	208230	158040	121130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1				15	228	True	233	2433;2434;2435;2436;2437	1637	1637		
A0A087SBQ6;E1ZKK0	A0A087SBQ6	3;1	3;1	3;1		2	3	3	3	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	1	4.2	4.2	4.2	70.324	688	688;335	1	30	0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	2	2	2	2	2	2	3.2	3.2	3.2	3.2	3.2	3.2	3.1	3.1	3.1	3.1	2	48932000	4976000	4092700	5236800	3059000	2694500	1552500	2542300	2060900	1485200	1687400	2537700	1155500	2867600	2735100	4127800	2464300	3657100	0	0	0	0	0	0	5699100	4859600	6000800	4313800	4698700	4405000	0	0	0	0	0	2	2	1	1	2	1	2	2	2	2	1	3	5	3	4	3	3	39				16	200;224;256	True;True;True	205;229;261	2136;2137;2138;2139;2381;2382;2383;2384;2385;2386;2387;2388;2389;2390;2391;2392;2393;2394;2395;2396;2397;2398;2399;2400;2811;2812;2813;2814;2815;2816	1433;1588;1589;1590;1591;1592;1593;1594;1595;1596;1597;1598;1599;1600;1601;1602;1603;1604;1605;1606;1607;1608;1609;1610;1611;1612;1613;1614;1615;1616;1617;1618;1619;1620;1908;1909;1910;1911;1912	1433;1619;1908		
A0A087SBU8	A0A087SBU8	3	3	3		1	3	3	3	1	1	1	1	1	1	0	0	0	0	0	0	2	2	3	3	3	1	1	1	1	1	1	0	0	0	0	0	0	2	2	3	3	3	1	1	1	1	1	1	0	0	0	0	0	0	2	2	3	3	3	3.3	3.3	3.3	85.339	783	783	1	24	0	38.985	By matching	By matching	By MS/MS	By matching	By matching	By matching							By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	2.2	2.2	2.2	2.2	2.2	2.2	0	0	0	0	0	0	3.3	3.3	3.3	3.3	3.3	13653000	259940	256380	306690	400610	151100	193970	0	0	0	0	0	0	2472800	1394100	3588900	2043800	2584900	0	0	0	0	0	0	0	0	0	0	0	0	3211000	3136300	4779500	3963900	3943100	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	3	4	12				17	153;154;469	True;True;True	157;158;474	1626;1627;1628;1629;1630;1631;1632;1633;1634;1635;1636;1637;1638;1639;1640;1641;1642;1643;1644;4972;4973;4974;4975;4976	1139;1140;1141;1142;1143;1144;1145;1146;1147;1148;3380;3381	1140;1143;3380		
A0A087SBZ2	A0A087SBZ2	1	1	1		1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	0	1	1	1	1	1	2.4	2.4	2.4	40.021	370	370	1	12	0	7.5799	By MS/MS			By matching	By matching		By MS/MS	By matching		By MS/MS	By matching		By MS/MS	By MS/MS	By MS/MS	By matching	By matching	2.4	0	0	2.4	2.4	0	2.4	2.4	0	2.4	2.4	0	2.4	2.4	2.4	2.4	2.4	1393300	118120	0	0	63103	60029	0	67848	89319	0	59919	69951	0	326630	110940	162820	121890	142730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210110	1	0	0	0	0	0	1	0	0	1	0	0	2	1	1	0	0	7				18	157	True	161	1670;1671;1672;1673;1674;1675;1676;1677;1678;1679;1680;1681	1157;1158;1159;1160;1161;1162;1163	1161		
A0A087SC60	A0A087SC60	1	1	1		1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4.1	4.1	4.1	26.395	244	244	1	16	0	8.1534		By matching	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	By matching	By matching	By matching	0	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1	3678600	0	325730	377260	293540	143270	161300	155870	124720	120600	151510	180760	120850	344480	268900	383680	238900	287190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422770	0	0	0	1	1	0	1	1	0	1	0	0	1	1	0	0	0	7				19	440	True	445	4663;4664;4665;4666;4667;4668;4669;4670;4671;4672;4673;4674;4675;4676;4677;4678	3132;3133;3134;3135;3136;3137;3138	3137		
A0A087SCD8	A0A087SCD8	1	1	1		1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	6.3	6.3	6.3	36.169	347	347	1	10	0	6.7631	By MS/MS	By matching	By matching	By matching	By MS/MS	By matching							By matching	By matching	By matching	By matching		6.3	6.3	6.3	6.3	6.3	6.3	0	0	0	0	0	0	6.3	6.3	6.3	6.3	0	2695000	521870	434840	378050	298580	256210	206440	0	0	0	0	0	0	151210	171220	168530	108020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229990	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3				20	315	True	320	3305;3306;3307;3308;3309;3310;3311;3312;3313;3314	2204;2205;2206	2206		
A0A087SCQ5	A0A087SCQ5	1	1	1		1	1	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1.6	1.6	1.6	64.334	615	615	1	6	0.0044248	6.0869			By MS/MS		By matching	By MS/MS									By matching	By matching	By matching	0	0	1.6	0	1.6	1.6	0	0	0	0	0	0	0	0	1.6	1.6	1.6	6266400	0	0	1462000	0	1927200	2440400	0	0	0	0	0	0	0	0	172830	127550	136330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				21	345	True	350	3610;3611;3612;3613;3614;3615	2383;2384	2384		
A0A087SCR4	A0A087SCR4	1	1	1		1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	7.1	7.1	7.1	19.775	184	184	1	7	0	6.507	By MS/MS	By matching	By MS/MS	By matching	By matching	By matching					By matching							7.1	7.1	7.1	7.1	7.1	7.1	0	0	0	0	7.1	0	0	0	0	0	0	2511500	488300	426320	597920	395800	341260	150220	0	0	0	0	111680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245440	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2				22	149	True	153	1579;1580;1581;1582;1583;1584;1585	1122;1123	1123		
A0A087SCS2;E1ZEF2	A0A087SCS2;E1ZEF2	2;2	2;2	2;2	;	2	2	2	2	0	0	0	0	0	0	1	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	1	1	0	0	0	0	0	7.5	7.5	7.5	34.124	321	321;356	1	7	0	12.824							By MS/MS	By MS/MS	By matching	By matching	By matching	By MS/MS						0	0	0	0	0	0	3.4	7.5	3.4	3.4	3.4	3.4	0	0	0	0	0	980720	0	0	0	0	0	0	249180	190480	105400	184240	143650	107770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399500	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	4				23	215;260	True;True	220;265	2313;2314;2315;2316;2317;2318;2849	1552;1553;1554;1933	1552;1933	1	102
E1ZQY4;A0A087SCT0	E1ZQY4;A0A087SCT0	3;3	3;3	3;3	;	2	3	3	3	1	0	0	0	0	0	1	2	1	1	2	1	1	2	2	2	2	1	0	0	0	0	0	1	2	1	1	2	1	1	2	2	2	2	1	0	0	0	0	0	1	2	1	1	2	1	1	2	2	2	2	19.6	19.6	19.6	21.654	194	194;203	1	18	0	163.28	By matching						By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	5.2	0	0	0	0	0	6.7	11.9	6.7	6.7	11.9	6.7	7.7	12.9	12.9	12.9	12.9	3839200	171480	0	0	0	0	0	221240	337850	112550	240590	349750	133340	405410	382960	702490	337510	444040	0	0	0	0	0	0	0	0	0	0	0	0	0	702860	1010500	731010	699340	0	0	0	0	0	0	1	0	1	2	0	0	1	2	2	2	1	12				24	282;394;456	True;True;True	287;399;461	3069;3070;3071;3072;3073;3074;3075;4126;4127;4128;4129;4130;4833;4834;4835;4836;4837;4838	2058;2059;2060;2699;2700;2701;2702;2703;3261;3262;3263;3264	2060;2699;3263		
A0A087SCT6;E1ZKH5	A0A087SCT6	3;1	3;1	3;1		2	3	3	3	2	2	2	2	2	1	1	1	1	1	1	1	1	0	0	0	1	2	2	2	2	2	1	1	1	1	1	1	1	1	0	0	0	1	2	2	2	2	2	1	1	1	1	1	1	1	1	0	0	0	1	7.5	7.5	7.5	50.798	467	467;491	1	19	0	40.377	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	By MS/MS				By MS/MS	5.4	5.4	5.4	5.4	5.4	3.2	2.1	2.1	2.1	2.1	2.1	2.1	2.1	0	0	0	2.1	4643300	721850	431330	715840	505560	826950	221810	103010	152530	69290	148300	111550	77963	215770	0	0	0	341590	859480	531560	924880	863180	1156400	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	1	1	1	1	0	0	0	0	1	0	0	0	1	12				25	32;173;487	True;True;True	33;177;492	325;326;327;328;329;330;331;1834;1835;1836;1837;1838;1839;5179;5180;5181;5182;5183;5184	221;222;223;1259;1260;3541;3542;3543;3544;3545;3546;3547	223;1259;3542		
A0A087SCT8;E1ZQQ9	A0A087SCT8;E1ZQQ9	1;1	1;1	1;1	;	2	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	1	1	4.2	4.2	4.2	23.167	212	212;246	1	7	0.0045455	6.1474							By MS/MS	By MS/MS			By matching		By MS/MS		By matching	By matching	By MS/MS	0	0	0	0	0	0	4.2	4.2	0	0	4.2	0	4.2	0	4.2	4.2	4.2	865330	0	0	0	0	0	0	120670	93173	0	0	77655	0	207840	0	143500	89497	132990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195780	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	2	5				26	290	True	295	3141;3142;3143;3144;3145;3146;3147	2084;2085;2086;2087;2088	2086		
A0A087SCU6	A0A087SCU6	1	1	1		1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	5.2	5.2	5.2	25.98	229	229	1	6	1	-2	By matching	By matching	By MS/MS	By matching	By matching	By matching												5.2	5.2	5.2	5.2	5.2	5.2	0	0	0	0	0	0	0	0	0	0	0	2936200	642940	715020	413510	505660	382210	276860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	714510	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	+			27	454	True	459	4810;4811;4812;4813;4814;4815	3251	3251	2	53
A0A087SCZ0	A0A087SCZ0	1	1	1		1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	5.3	5.3	5.3	31.735	301	301	1	11	0	10.54	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS							By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	5.3	5.3	5.3	5.3	5.3	5.3	0	0	0	0	0	0	5.3	5.3	5.3	5.3	5.3	2239500	344360	264420	277500	183420	183970	123950	0	0	0	0	0	0	222250	145240	259560	106500	128320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188900	1	0	1	1	0	1	0	0	0	0	0	0	1	0	1	1	1	8				28	37	True	38	359;360;361;362;363;364;365;366;367;368;369	241;242;243;244;245;246;247;248	241		
A0A087SD51	A0A087SD51	1	1	1		1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	2.1	2.1	2.1	68.725	663	663	1	11	0.0047393	6.2153	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching							By MS/MS	By matching	By matching	By matching	By MS/MS	2.1	2.1	2.1	2.1	2.1	2.1	0	0	0	0	0	0	2.1	2.1	2.1	2.1	2.1	6414500	909620	1194600	1546600	537270	484200	350880	0	0	0	0	0	0	288440	254260	351610	239270	257820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379540	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	6				29	312	True	317	3273;3274;3275;3276;3277;3278;3279;3280;3281;3282;3283	2181;2182;2183;2184;2185;2186	2181		
E1Z9W4;A0A087SD65	E1Z9W4;A0A087SD65	2;2	2;2	2;2	;	2	2	2	2	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	1	0	10.8	10.8	10.8	30.933	277	277;287	1	6	0	11.721											By matching		By MS/MS	By matching	By MS/MS	By matching		0	0	0	0	0	0	0	0	0	0	3.6	0	7.2	7.2	10.8	7.2	0	908550	0	0	0	0	0	0	0	0	0	0	49143	0	317350	142900	236030	163120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2				30	72;400	True;True	76;405	722;723;4209;4210;4211;4212	484;2794	484;2794		
E1ZTT3;A0A087SD84	E1ZTT3;A0A087SD84	1;1	1;1	1;1	;	2	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	3.3	3.3	3.3	38.407	359	359;764	1	15	0	7.5403	By matching	By matching	By MS/MS	By matching	By matching	By matching	By MS/MS	By matching			By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	3.3	3.3	3.3	3.3	3.3	3.3	3.3	3.3	0	0	3.3	3.3	3.3	3.3	3.3	3.3	3.3	1774600	149940	93097	140570	170850	147370	84309	104440	106780	0	0	88642	49047	165450	88261	117470	101640	166760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245490	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	4				31	193	True	198	2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055	1373;1374;1375;1376;1377	1377		
A0A087SDB1	A0A087SDB1	2	2	2		1	2	2	2	1	2	1	1	2	2	0	0	0	0	1	0	2	1	1	0	1	1	2	1	1	2	2	0	0	0	0	1	0	2	1	1	0	1	1	2	1	1	2	2	0	0	0	0	1	0	2	1	1	0	1	5.8	5.8	5.8	51.615	468	468	1	15	0	15.985	By matching	By MS/MS	By matching	By MS/MS	By MS/MS	By matching					By matching		By matching	By matching	By MS/MS		By matching	3.6	5.8	3.6	3.6	5.8	5.8	0	0	0	0	2.1	0	5.8	3.6	3.6	0	3.6	2647500	99756	382910	149560	183310	245420	208720	0	0	0	0	152590	0	495530	110000	285970	0	333780	0	505020	0	0	430910	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	4				32	417;453	True;True	422;458	4394;4395;4396;4397;4398;4800;4801;4802;4803;4804;4805;4806;4807;4808;4809	2931;3248;3249;3250	2931;3248		
